policy_amount,customer_age,policy_duration,claims_history,payment_delay,customer_rating,policy_changes,agent_id,location_risk,previous_claims,fraud
-0.3963010254767579,0.07972695079800236,-1.3993791516706717,-1.4585750566258884,-0.4268397189615174,-0.9117900416276813,1.0884891290707568,-0.74613860790749,1.6085808749783652,-0.4010364946376226,0
1.5769573316843197,-1.4510161853071204,-1.3993791516706717,0.7502715712780312,-0.8157395406220069,0.4459645798801292,0.03883712418092385,-0.6051315951686654,0.6060351582233523,-1.1935987370044656,0
0.8278925581457219,0.2845923643535961,1.3896176628199541,-1.4585750566258884,0.23141577401678737,-0.12420260820991486,0.03883712418092385,0.02939996215604503,-1.6855330458354147,-1.1935987370044656,0
0.37125060555064027,0.5176750578497612,1.3896176628199541,0.7502715712780312,0.4523654596702569,0.6743805318311376,0.03883712418092385,-0.39362107606042857,-0.07106622296874872,0.39152574772922044,0
-1.14468466151894,0.4662856184825766,-1.3993791516706717,0.013989361976724754,-0.8803696273032527,-0.01685725374838027,1.0884891290707568,-0.04110354421336724,-0.29928054387240827,1.1840879900960635,0
-1.1447672670959148,0.9933698108810006,-0.0048807444253587805,0.7502715712780312,-0.27665692621157967,-1.3824547228938806,2.13814113396059,-0.8871456206463145,-1.3542367067766525,1.1840879900960635,0
-1.4800886368661763,0.7436237865815094,-0.0048807444253587805,0.013989361976724754,0.7197723284266535,0.12011046988971807,0.03883712418092385,0.5229245067419309,1.4448241598710911,2.7692124748297493,0
1.287434413835989,0.36449843125058423,1.3896176628199541,0.013989361976724754,1.8038340600400102,1.0781348654111402,1.0884891290707568,-0.04110354421336724,1.0396261984158883,-1.1935987370044656,0
0.3796636230281969,-0.1710390069075085,0.6923684591972977,0.7502715712780312,-0.26135038319340703,0.016961081315300924,1.0884891290707568,-1.2396631524933759,-0.9312997837214643,-0.4010364946376226,0
0.7459676255872396,-1.7804414293749284,-1.3993791516706717,0.013989361976724754,2.0579663298119355,0.8086788545763678,-1.010814880708909,-1.4511736716016126,-0.8425285547390392,-0.4010364946376226,0
-1.6085141188213918,0.3345907922338071,1.3896176628199541,0.7502715712780312,-0.21391666479753157,-0.9834138897480967,1.0884891290707568,-1.3806701652322004,-1.6103045523134027,-1.1935987370044656,0
1.6426974705055226,0.1100643850516004,1.3896176628199541,0.013989361976724754,-0.4844225220106888,0.019870343148131384,0.03883712418092385,-0.18211055695219178,-0.7028773800928745,-0.4010364946376226,0
1.171905252613253,0.17470285655968626,-1.3993791516706717,-1.4585750566258884,0.9229863200689027,-0.568997398509342,0.03883712418092385,0.3114139876336941,0.2841003767476178,-1.1935987370044656,0
-0.9518005633224259,-1.3917350197481466,-1.3993791516706717,-0.7222928473245818,-0.30339393762569106,0.7809857828402401,0.03883712418092385,-0.8166421142769023,-0.27735602047834257,-0.4010364946376226,0
-1.0563041837828135,-1.193754015353116,-0.0048807444253587805,0.7502715712780312,-0.34481807162252986,0.07671700992943839,1.0884891290707568,-0.18211055695219178,1.6026785470463962,-1.1935987370044656,0
-1.0508946291817043,0.9654187811917434,0.6923684591972977,0.013989361976724754,-0.30873540416186934,0.7249710532867353,-1.010814880708909,-1.028152633385139,-1.5278161977025893,1.1840879900960635,0
-0.6370543845835687,-0.1400704039882644,0.6923684591972977,0.7502715712780312,0.9135302955375789,1.1163719512921073,-1.010814880708909,0.3819174940031064,0.30743968288188916,0.39152574772922044,0
0.11815380603631952,0.5894194873642491,-1.3993791516706717,-0.7222928473245818,0.8194980553611403,0.7264917245324406,0.03883712418092385,-1.3806701652322004,1.2223398051569254,-1.1935987370044656,0
-0.19970301621641903,-0.07140297145637152,-0.7021299480480153,0.013989361976724754,-0.46864041081136865,0.3145546211108222,-1.010814880708909,-1.028152633385139,-0.07201879189141584,-1.1935987370044656,0
-0.6816211394487016,-0.06994839087243568,1.3896176628199541,-1.4585750566258884,-0.5818156665668438,-0.9368387047056939,0.03883712418092385,-0.8871456206463145,-1.7099103641015287,1.9766502324629063,0
